ClusterID,Product 
11,Thank you! #AmericaFirst https://t.co/MYG45LxGmH
11,#MakeAmericaGreatAgain #ImWithYou https://t.co/IoYMdjvWHf
11,Thank you to our amazing law enforcement officers! #AmericaFirst https://t.co/qWaTT9jsQD
11,"Thank you Atlanta, Georgia! Will be back soon! #AmericaFirst https://t.co/cVJvfcoGOt"
11,#AmericasMerkel https://t.co/QFRs4bEUC1
11,Thank you! #Trump2016 https://t.co/ZWZkHrtRQN
11,"Under a Trump administration, its called #AmericaFirst! #ImWithYou
https://t.co/QfHfCQg0Wa"
11,Thank you Newt!  https://t.co/Acg0hMvrpr
11,MAKE AMERICA GREAT AGAIN! https://t.co/qL9rjb7OsD
11,Thank you! WE will MAKE AMERICA GREAT AGAIN! https://t.co/aKxoD24IN9
11,"#AmericaFirst #RNCinCLE
https://t.co/PvdTA8HTCC"
11,Thank you! https://t.co/bFSu7j5mCq
11,Thank you! #Trump2016 https://t.co/pcdmyIO1Zt
11,Thank you! #TrumpPence16 https://t.co/RHprMCsGT6
11,"Thank you Washington! Together, WE will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/CWDQnISYH4"
11,Thank you!  https://t.co/4p0hzpkVWF
11,"Thank you Speaker @PRyan!
#AmericaFirst #Trump2016  https://t.co/PPsyxGPdFc"
11,Thank you Newt!  https://t.co/6FkwdpI0Oj
11,"Our American comeback story begins 11/8/16. Together, we will MAKE AMERICA SAFE &amp; GREAT again for everyone! Watch:_ https://t.co/ek8Cn3CgTr"
11,MAKE AMERICA GREAT AGAIN! https://t.co/IVSR0hmh5g
11,#ImWithYou #AmericaFirst https://t.co/Ne4pI7FyU7
11,Thank you! Vote in 2016! #MakeAmericaGreatAgain https://t.co/XFD3h2N50J
11,True! https://t.co/zuI0QYYCaQ
11,"Wisconsin, we will MAKE AMERICA GREAT AGAIN!"
11,"Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/XhwUGw0v2H"
11,#ImWithYou https://t.co/I8dHzezmY4
11,#Imwithyou https://t.co/iY4K7Wcw3C
11,Thank you Newt! https://t.co/FOh7qEnKUF
11,"Thank you! #Trump2016
https://t.co/SPJfMFyPjU"
11,"Thank you America! #Trump2016
#MakeAmericaGreatAgain https://t.co/8B0J8Xt3dh"
11,Thank you. https://t.co/hFDFvwMY7Q
11,"Thank you Ohio. Together, we will MAKE AMERICA GREAT AGAIN!
https://t.co/3KWOl20zMm https://t.co/n026nE4XIp"
11,"MAKE AMERICA GREAT AGAIN! MAKE AMERICA SAFE AGAIN!
#Trump2016 #AmericaFirst https://t.co/vN4K8FvQNT"
11,"Thank you America! #Trump2016
https://t.co/U9L0ja3frk https://t.co/oqv2dSa1ET"
11,Thank you. https://t.co/iGNIDSqlfZ
11,Thank you Eric! https://t.co/pu1vDiQlrV
11,"Thank you Las Vegas, Nevada!
#Trump2016 #AmericaFirst
https://t.co/vhGwmhGCVR https://t.co/m1EIra7YMU"
11,THANK YOU! #AmericaFirst https://t.co/qp07UfnnjM
11,"MAKE AMERICA SAFE AND GREAT AGAIN! #RNCinCLE
https://t.co/KH2ZFHUHGP"
11,"Thank you Florida - we are going to MAKE AMERICA GREAT AGAIN! Join us: https://t.co/3KWOl2ibaW.
#AmericaFirst https://t.co/vzKtRxzvwv"
11,Thank you America! #Trump2016 https://t.co/xfINxdRNiQ
11,"Thank you Greensboro, North Carolina! Will be back soon! #AmericaFirst https://t.co/R29WMGNLGG"
11,"Together, we will MAKE AMERICA GREAT AGAIN! https://t.co/aENuIvrUrS"
11,"Thank you for your support!
#AmericaFirst #LeadRight2016  https://t.co/a6f6xZNrym"
11,"Thank you Tampa, Florida!
#AmericaFirst #TrumpTrain https://t.co/fY4QVoSSfj"
11,MAKE AMERICA GREAT AGAIN! https://t.co/PHgrT1Nl27
11,Great! https://t.co/Je440dDZbs
11,When you cant say it - or see it -- you cant fix it. We will MAKE AMERICA SAFE AGAIN! #ImWithYou #AmericaFirst https://t.co/Vd2A747L29
11,Thank you America! #Trump2016 https://t.co/KL7VZbM1jP
11,"MAKE AMERICA SAFE AND GREAT AGAIN! #TrumpPence16
https://t.co/4O4yjh7X4O https://t.co/cptBaZbV1v"
11,"Dont ever forget, we will, together, MAKE AMERICA GREAT AGAIN!"
11,"Thank you, South Carolina! We will MAKE AMERICA SAFE &amp; GREAT AGAIN!
https://t.co/8pfvTZngrZ https://t.co/QiO0nwcFSA"
11,Thank you! #Trump2016 https://t.co/WvTkL8mMHY
11,"Thank you, America!  https://t.co/YJ0KIYpTaV"
11,Thank you @IngrahamAngle! #AmericaFirst https://t.co/cv3I3xRSOK
11,"Thank you! #GOPDebate Polls
#MakeAmericaGreatAgain https://t.co/At5vOiLCSy"
11,Thank you! #AmericaFirst  https://t.co/TZf8uwQO4L
11,True! https://t.co/v3Y6exaQGY
11,"Thank you America! #Trump2016
https://t.co/fNMPlXpkFf https://t.co/W1biUNTvFk"
11,True! https://t.co/sEdzvjuHgY
11,"Together, we are going to MAKE AMERICA SAFE AND GREAT AGAIN!
https://t.co/pUtN4kFhDK"
11,"We will MAKE AMERICA SAFE &amp; GREAT AGAIN! #Trump2016 #VoteTrumpSC
https://t.co/wG4RgO0pNm https://t.co/3XpJvBZuk5"
11,Thank you! #MakeAmericaGreatAgain https://t.co/Pzs9uwgzam
11,"Thank you America! #MAGA
https://t.co/FljBVvbwKr https://t.co/ePJW9jLckM"
11,Thank you! WE WILL MAKE AMERICA GREAT AGAIN! #Trump2016 https://t.co/aht7wYVIUg
11,Thank you Iowa! #ImWithYou https://t.co/3BIF6jBTkk
11,New Q poll out- we are going to win the whole deal- and MAKE AMERICA GREAT AGAIN! #Trump2016 https://t.co/dL5ahNcwZb
11,"Thank you South Carolina! Together, WE WILL MAKE AMERICA GREAT AGAIN! #VoteTrumpSC https://t.co/ZkXPm9lPL1"
11,#AmericaFirst! https://t.co/fQGxwAjXD7
11,Thank you! #GOPDebate https://t.co/BuJ1YFkjvm
11,"Thank you Pittsburgh, Pennsylvania! Will be back soon! #AmericaFirst https://t.co/ttLMgInkdA"
11,https://t.co/T5JBFXOz3F
11,"Thank you for your support! TOGETHER we will MAKE AMERICA GREAT AGAIN!
https://t.co/fFN9pisyQ4 https://t.co/VxyuDwZmC9"
11,Thank you. https://t.co/uA1LZ0EoAo
11,Thank you! #ImWithYou https://t.co/6XkUQ0W4QS
11,"MAKE AMERICA GREAT AGAIN!
https://t.co/xhwhJuV3aa https://t.co/2XWN52IpH2"
11,"MAKE AMERICA GREAT AGAIN!
https://t.co/yypR5snYBC"
11,Thank you America! #Trump2016 https://t.co/PTKkrLeuCB
11,Thank you for your support! We will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/ravfFT5UBE
11,Thank you! https://t.co/MEIiUqKeS9
11,Thank you! #Trump2016 https://t.co/tcyun7Mffy
11,Will be back soon Virginia. We are going to MAKE AMERICA GREAT AGAIN! #TrumpPence16 https://t.co/IU4JPSi0rZ
11,MAKE AMERICA GREAT AGAIN! https://t.co/tK6mKZpFBl
11,Thank you! #MakeAmericaGreatAgain https://t.co/tIBB3BMUvp
11,Thank you! #MakeAmericaGreatAgain https://t.co/xkki2M6ht1
11,"MAKE AMERICA GREAT AGAIN!
https://t.co/4uWRyTeEr3"
11,Great! https://t.co/oJ6sqHB3MA
11,Thank you. https://t.co/oRATmdIzqE
11,"Thank you! #VoteTrump
https://t.co/g7eeySMUdl"
11,"I love you Arizona! Thank you!
#Trump2016 #AmericaFirst https://t.co/QuTsSmeVdO"
11,Thank you. https://t.co/VSsa4N3OL7
11,Thank you.  https://t.co/G4CLmowE4U
11,#AmericaFirst #ImWithYou https://t.co/Gtl7DyQkzt
12,"#DrainTheSwamp
https://t.co/wqqPjxfBoJ"
12,"Thank you Minnesota! It is time to #DrainTheSwamp &amp; #MAGA!
#ICYMI- watch: https://t.co/fVThC7yIL6 https://t.co/e8SaXiJrxj"
12,Thank you for your incredible support Wisconsin and Governor @ScottWalker! It is time to #DrainTheSwamp &amp; #MAGA!_ https://t.co/gKBkKmTudn
12,"It is time to #DrainTheSwamp!
https://t.co/U2XeM2vDJK"
13,Thank you! #Trump2016 https://t.co/ZWZkHrtRQN
13,"Thank you, Florida! #Trump2016 https://t.co/npcw1AN2ht"
13,Great poll- Florida! Thank you! https://t.co/4FuPpL5WOM
13,"Thank you Iowa - Get out &amp; #VoteTrumpPence16!
https://t.co/HfihPERFgZ https://t.co/QsukELQmKb"
13,Thank you! #Trump2016 https://t.co/WvTkL8mMHY
13,A great afternoon. Thank you South Carolina! #MakeAmericaGreatAgain #Trump2016 https://t.co/iOnhK3l3xU https://t.co/EtpzrfChMZ
13,"Thank you Springfield, Ohio. Get out and #VoteTrumpPence16!
#ICYMI - watch here: https://t.co/dEoXV6oS3b_ https://t.co/RNgCUUqO4X"
13,"Thank you for the massive turnout tonight- Cleveland, Ohio! Get out &amp; VOTE #TrumpPence16 on 11/8.
Watch rally here:_ https://t.co/XuJZeJwSGk"
13,Thank you Colorado Springs. Get out &amp; VOTE #TrumpPence16 in November! https://t.co/wK02fWzJey
13,"A great afternoon in Tampa, Florida. Thank you! #TrumpPence16 https://t.co/K5MBAcnfR1"
13,Thank you! #Trump2016 https://t.co/tcyun7Mffy
13,Thank you! #Trump2016 https://t.co/pcdmyIO1Zt
13,Thank you! #TrumpPence16 https://t.co/RHprMCsGT6
13,"Thank you Tampa, Florida!
#AmericaFirst #TrumpTrain https://t.co/fY4QVoSSfj"
13,"Thank you Sanford, Florida. Get out &amp; VOTE #TrumpPence16! #ICYMI- watch this afternoons rally here:_ https://t.co/zVXrScClfd"
14,"Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/XhwUGw0v2H"
14,"Thank you! Four new #DebateNight polls with the MOVEMENT winning. Together, we will MAKE AMERICA SAFE &amp; GREAT AGAIN_ https://t.co/39FCnUf8Pb"
14,"Thank you, South Carolina! We will MAKE AMERICA SAFE &amp; GREAT AGAIN!
https://t.co/8pfvTZngrZ https://t.co/QiO0nwcFSA"
14,"Great night in Denver, Colorado- thank you! Together, we will MAKE AMERICA GREAT AGAIN!
#ICYMI watch rally here:_ https://t.co/LbvNHo6T2k"
14,"Together, we will MAKE AMERICA GREAT AGAIN! https://t.co/aENuIvrUrS"
14,Thank you! WE will MAKE AMERICA GREAT AGAIN! https://t.co/aKxoD24IN9
14,"Thank you Ohio. Together, we will MAKE AMERICA GREAT AGAIN!
https://t.co/3KWOl20zMm https://t.co/n026nE4XIp"
14,"Thank you Washington! Together, WE will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/CWDQnISYH4"
15,"We will MAKE AMERICA SAFE &amp; GREAT AGAIN! #Trump2016 #VoteTrumpSC
https://t.co/wG4RgO0pNm https://t.co/3XpJvBZuk5"
15,"Thank you Reno, Nevada.
NOTHING will stop us in our quest to MAKE AMERICA SAFE AND GREAT AGAIN! #AmericaFirst_ https://t.co/A4eeHoCbGS"
15,Thank you! WE WILL MAKE AMERICA GREAT AGAIN! #Trump2016 https://t.co/aht7wYVIUg
15,"Together, we will MAKE AMERICA GREAT AGAIN! https://t.co/aENuIvrUrS"
15,Thank you! WE will MAKE AMERICA GREAT AGAIN! https://t.co/aKxoD24IN9
15,"Together, we are going to MAKE AMERICA SAFE AND GREAT AGAIN!
https://t.co/pUtN4kFhDK"
15,"Thank you Washington! Together, WE will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/CWDQnISYH4"
15,"MAKE AMERICA GREAT AGAIN!
https://t.co/SULeDE2PYp"
15,"Thank you for your support! TOGETHER we will MAKE AMERICA GREAT AGAIN!
https://t.co/fFN9pisyQ4 https://t.co/VxyuDwZmC9"
15,"MAKE AMERICA GREAT AGAIN!
https://t.co/yypR5snYBC"
15,"MAKE AMERICA GREAT AGAIN!
https://t.co/0w4ldD7dW3"
15,When you cant say it - or see it -- you cant fix it. We will MAKE AMERICA SAFE AGAIN! #ImWithYou #AmericaFirst https://t.co/Vd2A747L29
15,Thank you for your support! We will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/ravfFT5UBE
15,"MAKE AMERICA GREAT AGAIN!
https://t.co/iiXHgM7aA2"
15,"Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/XhwUGw0v2H"
15,"MAKE AMERICA GREAT AGAIN!
#AmericaFirst #ImWithYou https://t.co/JIlNW7myEN"
15,"Thank you, South Carolina! We will MAKE AMERICA SAFE &amp; GREAT AGAIN!
https://t.co/8pfvTZngrZ https://t.co/QiO0nwcFSA"
15,"MAKE AMERICA GREAT AGAIN!
https://t.co/4uWRyTeEr3"
15,"Thank you Arlene! We will MAKE AMERICA SAFE AND GREAT AGAIN!
#ImWithYou #DrainTheSwamp
https://t.co/tSI0YP2LL9"
15,"MAKE AMERICA GREAT AGAIN!
https://t.co/VxVOG3c5RZ"
15,"Thank you Ohio. Together, we will MAKE AMERICA GREAT AGAIN!
https://t.co/3KWOl20zMm https://t.co/n026nE4XIp"
15,"Thank you Governor @Mike_Pence!
Lets MAKE AMERICA SAFE AND GREAT AGAIN with the American people.
#AmericaFirst_ https://t.co/6k7qP9X8nC"
15,Thank you Michigan. This is a MOVEMENT. We are going to MAKE AMERICA SAFE AND GREAT AGAIN! #TrumpPence16 https://t.co/vP3eqF3Zbb
15,"MAKE AMERICA GREAT AGAIN! MAKE AMERICA SAFE AGAIN!
#Trump2016 #AmericaFirst https://t.co/vN4K8FvQNT"
15,"MAKE AMERICA SAFE AND GREAT AGAIN! #TrumpPence16
https://t.co/4O4yjh7X4O https://t.co/cptBaZbV1v"
15,"MAKE AMERICA SAFE AND GREAT AGAIN! #RNCinCLE
https://t.co/KH2ZFHUHGP"
15,"Thank you Florida - we are going to MAKE AMERICA GREAT AGAIN! Join us: https://t.co/3KWOl2ibaW.
#AmericaFirst https://t.co/vzKtRxzvwv"
16,RT @TeamTrump: .@realDonaldTrump is here to talk about the REAL issues #BigLeagueTruth #Debates2016 https://t.co/C5OF7HdJz6
16,"#DrainTheSwamp
https://t.co/wqqPjxfBoJ"
16,RT @TeamTrump: .@realDonaldTrump will PROTECT and DEFEND the Constitution #Debate #BigLeagueTruth #DrainTheSwamp https://t.co/mNTio22WK8
16,"TRUMP &amp; CLINTON ON IMMIGRATION
#Debate #BigLeagueTruth https://t.co/OP4c7Jc8Ad"
16,RT @TeamTrump: A @realDonaldTrump Administration will bring JOBS BACK! #Debates2016 https://t.co/4O3rIyycyW
16,"RT @TeamTrump: ""We are going to be THRIVING again."" - @realDonaldTrump #BigLeagueTruth #Debates2016 https://t.co/CaFOF7jS7k"
16,".@HillaryClinton- you have failed, failed, and failed. #BigLeagueTruth
Time to #DrainTheSwamp! https://t.co/c2EiyU8XKK"
16,"#DrainTheSwamp!
https://t.co/z68vGp9Bvf"
16,#BigLeagueTruth #DrainTheSwamp https://t.co/eoBiXFPc5f
16,RT @TeamTrump: WATCH: @realDonaldTrump on the stakes in this election #Debates2016 https://t.co/l7DSbPXDGh
16,"RT @TeamTrump: We agree with Bill, ObamaCare is the craziest thing in the world.۝ #BigLeagueTruth #Debates2016 https://t.co/v2yo6pSYoB"
16,RT @TeamTrump: ONLY @realDonaldTrump will end what even @BillClinton called a CRAZY SYSTEM. #BigLeagueTruth #Debate https://t.co/cgoqZLDXDV
16,It is so imperative that we have the right justices. #DrainTheSwamp #Debates#BigLeagueTruth https://t.co/RHryqijTlu
16,"THE CHOICE IS CLEAR!
#BigLeagueTruth #DrainTheSwamp https://t.co/kGx88PEpmX"
16,"Brought to you by @HillaryClinton &amp; her campaign- in Chicago, Illinois.
#BigLeagueTruth #DrainTheSwamp https://t.co/10iUBOcECp"
16,RT @TeamTrump: It۪s US vs. them! @realDonaldTrump will fight for you! #BigLeagueTruth #Debates
16,#BigLeagueTruth https://t.co/jhDLwFez3v
16,"Hey @POTUS - WE AGREE!
#BigLeagueTruth #DrainTheSwamp https://t.co/WnofYy60fc"
16,"It is time to #DrainTheSwamp!
https://t.co/U2XeM2vDJK"
17,"Join me in Westfield, Indiana- tomorrow night at 7:30pm! #Trump2016
Tickets: https://t.co/Jj9TmSEoOd https://t.co/Rq6YRHlpib"
17,"RT @mike_pence: Good morning! Join me in Lima, Ohio - tomorrow evening at 7pm. #MAGA
Tickets: https://t.co/sNfhyGeaAH"
17,"Join me in Indianapolis, Indiana tomorrow at 3pm! #Trump2016
#MakeAmericaGreatAgain
Tickets: https://t.co/36c7PLAqyq https://t.co/JBNYtk3FyE"
17,"Great day in Colorado &amp; Arizona. Will be in Nevada, Colorado and New Mexico tomorrow - join me!
Tickets:_ https://t.co/vMPTsLXsCT"
17,"Join me in Redding, California- tomorrow at 1:00pm. #Trump2016
Tickets: https://t.co/tyllhxJHC7"
17,"Join me in Bedford, New Hampshire- tomorrow at 3:00pm. Cant wait to see everyone! #AmericaFirst #MAGA_ https://t.co/oeOJFAS7it"
17,"Join me in Pittsburgh- tonight at 7pmE! #Trump2016 #TrumpTrain
Tickets: https://t.co/TrKj5lGXup"
17,"Join me in Houston, Texas tomorrow night at 7pm! Tickets: https://t.co/nvHRnfzEbH https://t.co/Yd3f8xLpPl"
17,"Join me in Denver, Colorado tomorrow at 9:30pm!
Tickets: https://t.co/LJYGIK7Mri"
17,"Join me in Reno, Nevada tomorrow at 3:30pm! #AmericaFirst #MAGA
Tickets: https://t.co/DJ7JJUkkz7"
17,"Join me in North Carolina - tomorrow at 7:30pm! #ImWithYou
Tickets: https://t.co/vDag45zrDc"
17,"Join me in Delaware, Ohio tomorrow at 12:30pm! #DrainTheSwamp
Tickets: https://t.co/TWRFY1ryY8 https://t.co/Zd1KjzlCtJ"
17,"Join me in Atlanta on Wednesday- at noon! #Trump2016
Tickets: https://t.co/1JJ2Kn0ani https://t.co/cyARlHSEFU"
17,"Join me in Fayetteville, North Carolina tomorrow evening at 6pm. Tickets now available at: https://t.co/Z80d4MYIg8"
17,"Join me in Colorado Springs, Colorado tomorrow at 1:00pm! #MAGA
Tickets: https://t.co/ktFk8RuaUK"
17,"Join me in Reno, Nevada on Wednesday at 3:30pm at the Reno-Sparks Convention Center! #MAGA
Tickets:_ https://t.co/G0NvFLQWgS"
17,"Join me in Tampa, Florida- tomorrow at 1pmE! Tickets: https://t.co/iwEAiWKgtR https://t.co/lLyaW6nxsP"
17,"Join me in Phoenix, Arizona tomorrow at 4pm! #Trump2016 #AmericaFirst
https://t.co/PVB6QX7VpK https://t.co/B51r30Mazd"
17,"Join me in Denver, Colorado tonight at 9:30pm: https://t.co/LJYGIK7Mri

NEW- Scranton, Pennsylvania Monday @ 5:30pm: https://t.co/BcErCtsPdF"
17,"Join me on Wednesday, May 25th at the Anaheim Convention Center!
#Trump2016 #MAGA
Tickets: https://t.co/mmPck1HYrC https://t.co/xGkVbxTamz"
17,"Join me in Nevada, Las Vegas on Saturday at 11am. Tickets: https://t.co/ksU8AGa4Kk https://t.co/8ftHynQDz0"
17,"Join me in Henderson, Nevada on Wednesday at 11:30am! #MAGA
Tickets: https://t.co/pWTYv9BbUE"
17,"Join me in Clive, Iowa tomorrow at noon! #AmericaFirst #MAGA
Tickets: https://t.co/TEY6BbCyxt https://t.co/l17uzRPyLs"
17,"Join me in Colorado Springs at 2pm- or in Denver tonight at 7pm!

Colorado Springs: https://t.co/HgFW7IRtz9

Denver: https://t.co/aE5P9jNcFC"
18,"Thank you Hershey, Pennsylvania. Get out &amp; VOTE on November 8th &amp; we will #MAGA! #RallyForRiley
#ICYMI, watch here_ https://t.co/maWukVBTr8"
18,"Great crowd in Fletcher, North Carolina- thank you! Heading to Johnstown, Pennsylvania now! Get out on November 8th_ https://t.co/IG5KhKIz3W"
18,"Thank you to the great crowd of supporters in Newtown, Pennsylvania. Get out &amp; VOTE on 11/8/16. Lets #MAGA! Watch:_ https://t.co/eb6XuMlbFW"
18,"Great crowd in Johnstown, Pennsylvania- thank you. Get out &amp; VOTE on 11/8! Watch the MOVEMENT in PA. this afternoon_ https://t.co/DUMlbSkVeY"
19,"Thank you New York, and Pennsylvania!
#MakeAmericaGreatAgain #Trump2016 https://t.co/sziCGsvGbz"
19,#MakeAmericaGreatAgain https://t.co/UWyANGV8IR
19,"Thank you Pittsburgh, Pennsylvania!
#MakeAmericaGreatAgain #Trump2016 https://t.co/7WHS3vbXSw"
19,"Thank you Erie, Pennsylvania! Together we will #MakeAmericaGreatAgain! https://t.co/5hZp7PnRoT"
19,"Join me live in Hershey, Pennsylvania!
#MakeAmericaGreatAgain
LIVE: https://t.co/xEj6sZpb12 https://t.co/JWfGI1vlwW"
19,#MakeAmericaGreatAgain  https://t.co/fxlVgfAA1l
19,"Join me live in Toledo, Ohio!
#MakeAmericaGreatAgain
https://t.co/ruEvMGx4C9"
19,#MakeAmericaGreatAgain https://t.co/53qHBKs7yA
19,"Thank you Wilkes-Barre, Pennsylvania!
#MakeAmericaGreatAgain #Trump2016
https://t.co/FJbNlidwJF"
19,"Thank you Pennsylvania!
#MakeAmericaGreatAgain
https://t.co/bbv3EhGs5x https://t.co/bbroAGTdMw"
20,"Join me live in Wilmington, Ohio!
https://t.co/nQ2p4EulLu"
20,"Join me live in Toledo, Ohio!
#MakeAmericaGreatAgain
https://t.co/ruEvMGx4C9"
20,"Join me live in Cincinnati, Ohio!
#TrumpRally #MAGA
https://t.co/MzqgNNVfZb"
20,"Join me live in Springfield, Ohio!
https://t.co/LREA7WRmOx"
21,"""The Clinton Campaign at Obama Justice"" #DrainTheSwamp
https://t.co/LZkvFc071z"
21,"#DrainTheSwamp
https://t.co/wqqPjxfBoJ"
21,"Clinton Campaign Tried to Limit Damage From Classified Info on Email Server #DrainTheSwamp
https://t.co/5j8WuKLL5o"
22,"Join me today in Wilmington, Ohio at 4pm: https://t.co/eCLECMkYLw

Tomorrow- Tampa, Florida at 10am: https://t.co/N9380pVmuM"
22,"Join me in Wilmington, Ohio tomorrow at 4:00pm! It is time to #DrainTheSwamp! Tickets: https://t.co/eCLECM3nmW https://t.co/sb5irRxjxJ"
22,"Join me in Delaware, Ohio tomorrow at 12:30pm! #DrainTheSwamp
Tickets: https://t.co/TWRFY1ryY8 https://t.co/Zd1KjzlCtJ"
23,"Thank you America! #Trump2016
https://t.co/jOD54EGGmG"
23,"Hillary Lies to Benghazi Families
#CrookedHillary
https://t.co/YWd5lk5skG"
23,"Thank you! #Trump2016
https://t.co/SPJfMFyPjU"
23,"New CBS poll. #Trump2016
https://t.co/sFPRHHeLbd"
23,#CrookedHillary #ThrowbackThursday https://t.co/v8J0r64J7h
23,"Thank you, @NYPost! #Trump2016
https://t.co/KzGweIxaEo"
23,"Celebrating 1237! #Trump2016
https://t.co/hPQJc7eor0"
23,#CrookedHillary is unfit to serve. https://t.co/bSuGvInNF1
23,"#VoteTrumpMI! #Trump2016
https://t.co/IWMxISjH6L"
23,Thank you! #Trump2016 https://t.co/pcdmyIO1Zt
23,"Hillary Clinton has bad judgment and is unfit to serve as President.
https://t.co/3EzG620fpT"
23,#FlashbackFriday #CrookedHillary https://t.co/pvrBb7v4NG
23,"Thank you! #Trump2016
https://t.co/0DA5isXMRz https://t.co/ENjJkTEQIJ"
23,#CrookedHillary https://t.co/xe0I0EmxMa
23,"PAY TO PLAY POLITICS.
#CrookedHillary https://t.co/wjsl8ITVvk"
23,"#CrookedHillary
https://t.co/oHI6xrDJU0"
23,"#ThrowbackThursday #Trump2016
https://t.co/gFtspBViXe"
23,Thank you! #Trump2016 https://t.co/tcyun7Mffy
23,Thank you! #Trump2016 https://t.co/ZWZkHrtRQN
23,#CrookedHillary https://t.co/vXhcC8PaPy
23,Hillary has bad judgment! https://t.co/LhcIU6kmxs
23,#CrookedHillary https://t.co/lwi9gqDEHE
23,"#CrookedHillary
https://t.co/mSZYKnWswQ"
23,Thank you! #Trump2016 https://t.co/WvTkL8mMHY
23,"Thank you! #Trump2016
https://t.co/dTL7uybyeH https://t.co/yhQUQiuswl"
23,#CrookedHillary Job Application https://t.co/CKXkAlGSiV
23,"Thank you! #Trump2016
https://t.co/CE9f0mukFm https://t.co/XNV9Bg2ccY"
23,"#CrookedHillary is not qualified!
https://t.co/6qi7KTW43O"
23,"#VoteTrumpHI! #Trump2016
https://t.co/cCCLxnisSO"
23,#CrookedHillary https://t.co/JeXFnO6e3s
23,"#CrookedHillary is not fit to be our next president! #TrumpPence16
https://t.co/I0zJO2sZKk"
23,#CrookedHillary #PayToPlay https://t.co/BT1Nv0ZMYg
23,"#VoteTrumpMS! #Trump2016
https://t.co/KaHD0uENla"
23,#CrookedHillary https://t.co/xyoPFJmByp
23,THANK YOU! #Trump2016 https://t.co/QmDcCKppEu
23,"Thank you!! #Trump2016
https://t.co/EjZTiQyQCW"
23,"#VoteTrumpID! #Trump2016
https://t.co/c6NHn6d6jX"
23,"#GOPDebate #Trump2016
https://t.co/czHzN0QkQN"
24,"Thank you Concord, North Carolina! When WE win on November 8th, we are going to Washington, D.C. and we are going t_ https://t.co/7j4MBn1Waf"
24,"Thank you Charlotte, North Carolina! We are going to have an AMAZING victory on November 8th...because this is all_ https://t.co/A7Ql7KuMfT"
25,"Thank you @ScottWalker! #AmericaFirst
#RNCinCLE https://t.co/k2Poy3gGvQ"
25,"Thank you New York, and Pennsylvania!
#MakeAmericaGreatAgain #Trump2016 https://t.co/sziCGsvGbz"
25,RT @EricTrump: Debate ready!!! @realDonaldTrump #MakeAmericaGreatAgain #TrumpTrain https://t.co/qE6suiO315
25,"Reuters polling just out- thank you!
#MakeAmericaGreatAgain https://t.co/UMY6kOiSTu"
25,"Great poll numbers! Thank you!
#MakeAmericaGreatAgain #Trump2016 https://t.co/51CRR6m5Eg"
25,"Thank you @TrumpWomensTour!
#MakeAmericaGreatAgain https://t.co/R4oxaHpsAB"
25,"Thank you to the amazing law enforcement officers in Colorado!
#MakeAmericaGreatAgain #LESM https://t.co/glxTQYAQiN"
25,"Join me live in Toledo, Ohio!
#MakeAmericaGreatAgain
https://t.co/ruEvMGx4C9"
25,"Great poll out of Nevada- thank you! See you soon. #MAGA #AmericaFirst
https://t.co/3KWOl2ibaW https://t.co/27sR3MjjXc"
25,"Thank you Fort Lauderdale, Florida.
#MakeAmericaGreatAgain https://t.co/cjivzdRpU1"
25,Thank you @DennisRodman.  Its time to #MakeAmericaGreatAgain! I hope you are doing well! https://t.co/H7d2ZLmod2
25,Thank you New Hampshire! #MakeAmericaGreatAgain #FITN https://t.co/4EFJbQxJGW
25,"THANK YOU- Clemson, South Carolina! #MakeAmericaGreatAgain #SCPrimary https://t.co/FgACmaFxxc"
25,"#MakeAmericaGreatAgain #Trump2016
https://t.co/UB7Fx7A835 https://t.co/iWcW5kfI9i"
25,"A great night in Macon, Georgia! Thank you for all of the support. Together, we will #MakeAmericaGreatAgain! https://t.co/NnyonhWcye"
25,"Great poll out of Illinois! Thank you!
#MakeAmericaGreatAgain #Trump2016 https://t.co/Fd48umfyCw"
25,Thank you @Morning_Joe &amp; @morningmika -- a great show! #Trump2016 #MakeAmericaGreatAgain https://t.co/teauhiQd3i
25,"Thank you Oregon! #Trump2016
#MakeAmericaGreatAgain https://t.co/hK1yqlp9ca"
25,"Thank you @TeamTrump Florida. Keep me updated, and lets get those 100,000 registered voters!
#MakeAmericaGreatAgain  https://t.co/lseAAqxjA9"
25,Thank you Pastor Robert Jeffress! #MakeAmericaGreatAgain #Trump2016 https://t.co/ndKu8m8RY2
25,Great poll- Florida! Thank you! https://t.co/4FuPpL5WOM
